#1,583,256
#1,66,256
#1,33,256
#1,25,256
#1,27,256
1,146.8,256,437.206
#2,55,256
#2,37,256
#2,33,256
#2,30,256
#2,31,256
2,37.2,256,18.4347
#3,55,256
#3,40,256
#3,35,256
#3,35,256
#3,36,256
3,40.2,256,15.2525
#4,47,256
#4,56,256
#4,46,256
#4,41,256
#4,42,256
4,46.4,256,10.6283
#5,53,256
#5,50,256
#5,47,256
#5,45,256
#5,45,256
5,48,256,6.19677
#6,64,256
#6,53,256
#6,52,256
#6,51,256
#6,51,256
6,54.2,256,9.91161
#7,63,256
#7,61,256
#7,56,256
#7,56,256
#7,56,256
7,58.4,256,6.01332
#8,75,256
#8,71,256
#8,62,256
#8,63,256
#8,62,256
8,66.6,256,10.7778
#9,107,256
#9,100,256
#9,93,256
#9,68,256
#9,69,256
9,87.4,256,32.1148
#10,118,256
#10,77,256
#10,73,256
#10,73,256
#10,72,256
10,82.6,256,35.5663
#11,85,256
#11,88,256
#11,83,256
#11,82,256
#11,82,256
11,84,256,4.5607
#12,87,256
#12,92,256
#12,88,256
#12,86,256
#12,87,256
12,88,256,4.19524
#13,141,640
#13,89,640
#13,93,640
#13,94,640
#13,85,640
13,100.4,640,41.097
#14,105,640
#14,107,640
#14,93,640
#14,89,640
#14,89,640
14,96.6,640,15.6767
#15,139,640
#15,133,640
#15,107,640
#15,115,640
#15,95,640
15,117.8,640,32.5552
#16,107,640
#16,123,640
#16,116,640
#16,103,640
#16,107,640
16,111.2,640,14.5547
#17,112,640
#17,108,640
#17,107,640
#17,110,640
#17,106,640
17,108.6,640,4.30813
#18,122,640
#18,116,640
#18,114,640
#18,110,640
#18,110,640
18,114.4,640,8.90842
#19,124,640
#19,127,640
#19,117,640
#19,110,640
#19,114,640
19,118.4,640,12.5603
#20,171,640
#20,160,640
#20,139,640
#20,117,640
#20,120,640
20,141.4,640,42.7196
#21,138,640
#21,151,640
#21,144,640
#21,139,640
#21,125,640
21,139.4,640,17.0927
#22,146,640
#22,146,640
#22,137,640
#22,127,640
#22,125,640
22,136.2,640,17.951
#23,135,640
#23,149,640
#23,147,640
#23,136,640
#23,135,640
