1,668,9
2,269,27
3,233,27
4,344,63
5,333,63
6,310,63
7,308,63
8,451,135
9,481,135
10,544,135
11,564,135
12,540,135
13,576,135
14,665,135
15,856,279
16,783,279
17,855,279
18,852,279
19,813,279
20,931,279
21,866,279
22,959,279
23,867,279
24,908,279
25,948,279
26,1070,279
27,1006,279
28,1073,279
29,1406,567
30,1398,567
31,1503,567
32,1477,567
33,1422,567
34,1520,567
35,1396,567
36,1521,567
37,1550,567
38,1469,567
39,1659,567
40,1617,567
41,1677,567
42,1562,567
43,1624,567
44,1650,567
45,1542,567
46,1590,567
47,1794,567
48,1703,567
49,1705,567
50,1820,567
51,1953,567
52,1883,567
53,1852,567
54,1815,567
55,1743,567
56,1718,567
57,2527,1143
58,2461,1143
59,2512,1143
60,2494,1143
61,2523,1143
62,2572,1143
63,2597,1143
64,2858,1143
65,2635,1143
66,2582,1143
67,2765,1143
68,2685,1143
69,2626,1143
70,2608,1143
71,2500,1143
72,2806,1143
73,2685,1143
74,2940,1143
75,3003,1143
76,2746,1143
77,2804,1143
78,3009,1143
79,2949,1143
80,2747,1143
81,2959,1143
82,2907,1143
83,3025,1143
84,2880,1143
85,3144,1143
86,2883,1143
87,2967,1143
88,3161,1143
89,3087,1143
90,2910,1143
91,2909,1143
92,3242,1143
93,2951,1143
94,3019,1143
95,3227,1143
96,3315,1143
97,3162,1143
98,3064,1143
99,3413,1143
100,3353,1143
101,3578,1143
102,3119,1143
103,3262,1143
104,3580,1143
105,3474,1143
106,3256,1143
107,3228,1143
108,3333,1143
109,3530,1143
110,3455,1143
111,3519,1143
112,3395,1143
113,4596,2295
114,4650,2295
115,4631,2295
116,4680,2295
117,4955,2295
118,4774,2295
119,4834,2295
120,4615,2295
121,4875,2295
122,4992,2295
123,4913,2295
124,4710,2295
125,5057,2295
126,4796,2295
127,5042,2295
128,4767,2295
129,4851,2295
130,4848,2295
131,5043,2295
132,5243,2295
133,4939,2295
134,4954,2295
135,4986,2295
136,4841,2295
137,5060,2295
138,5094,2295
139,5177,2295
140,5001,2295
141,5180,2295
142,5138,2295
143,5366,2295
144,5096,2295
145,4925,2295
146,5072,2295
147,5081,2295
148,4851,2295
149,5113,2295
150,4882,2295
151,4787,2295
152,4975,2295
153,5127,2295
154,5055,2295
155,5102,2295
156,5308,2295
157,5068,2295
158,5115,2295
159,5082,2295
160,5158,2295
161,5046,2295
162,5454,2295
163,5264,2295
164,5158,2295
165,5078,2295
166,5073,2295
167,5258,2295
168,5107,2295
169,5607,2295
170,5423,2295
171,5496,2295
172,5050,2295
173,5563,2295
174,5627,2295
175,5225,2295
176,5315,2295
177,5481,2295
178,5218,2295
179,5729,2295
180,5506,2295
181,5395,2295
182,5463,2295
183,6365,2295
184,7328,2295
185,5552,2295
186,5743,2295
187,5590,2295
188,5591,2295
189,5933,2295
190,5691,2295
191,5607,2295
192,5783,2295
193,5982,2295
194,5493,2295
195,5657,2295
196,5479,2295
197,5535,2295
198,6012,2295
199,6145,2295
200,5511,2295
202,5739,2295
204,6290,2295
206,6038,2295
208,5898,2295
210,5652,2295
212,5933,2295
214,6613,2295
216,6217,2295
218,6592,2295
220,6389,2295
222,5828,2295
224,6285,2295
226,8433,4599
228,8842,4599
230,9754,4599
232,8722,4599
234,8300,4599
236,8785,4599
238,8488,4599
240,8535,4599
242,8613,4599
244,9197,4599
246,8825,4599
248,8545,4599
250,8657,4599
252,8921,4599
254,9042,4599
256,9150,4599
258,8904,4599
260,8977,4599
262,8780,4599
264,9001,4599
266,9377,4599
268,8722,4599
270,9263,4599
272,8881,4599
274,9096,4599
276,8673,4599
278,9380,4599
280,9100,4599
282,8708,4599
284,9543,4599
286,9067,4599
288,8993,4599
290,9246,4599
292,9701,4599
294,9153,4599
296,9650,4599
298,9666,4599
300,9394,4599
303,9673,4599
306,24504,4599
309,8742,4599
312,9949,4599
315,9201,4599
318,9558,4599
321,9506,4599
324,9771,4599
327,10254,4599
330,10046,4599
333,9941,4599
336,9414,4599
339,10025,4599
342,9820,4599
345,9390,4599
348,10032,4599
351,9704,4599
354,10123,4599
357,10177,4599
360,10358,4599
363,14984,4599
366,10546,4599
369,10264,4599
372,10052,4599
375,10473,4599
378,10659,4599
381,10410,4599
384,10669,4599
387,10471,4599
390,10160,4599
393,10832,4599
396,10890,4599
399,10729,4599
402,10729,4599
406,10730,4599
410,10803,4599
414,11206,4599
418,10918,4599
422,11185,4599
426,11182,4599
430,11282,4599
434,11862,4599
438,10731,4599
442,12039,4599
446,11709,4599
450,30525,9207
454,15430,9207
458,15855,9207
462,16845,9207
466,15219,9207
470,15626,9207
474,15417,9207
478,15576,9207
482,15975,9207
486,15600,9207
490,16006,9207
494,15097,9207
498,15900,9207
502,15745,9207
507,15643,9207
512,16260,9207
517,15949,9207
522,16894,9207
527,16342,9207
532,16510,9207
537,15882,9207
542,15881,9207
547,16520,9207
552,16810,9207
557,16800,9207
562,16528,9207
567,16877,9207
572,16830,9207
577,17708,9207
582,18272,9207
587,17216,9207
592,17329,9207
597,17724,9207
602,17051,9207
608,31470,9207
614,16892,9207
620,17393,9207
626,17925,9207
632,16353,9207
638,16798,9207
644,17412,9207
650,17273,9207
656,16657,9207
662,17407,9207
668,16966,9207
674,17059,9207
680,17725,9207
686,17724,9207
692,17817,9207
698,17154,9207
704,17525,9207
711,18064,9207
718,17889,9207
725,17646,9207
732,18247,9207
739,18716,9207
746,17939,9207
753,18342,9207
760,20223,9207
767,19781,9207
774,19047,9207
781,18635,9207
788,18166,9207
795,20583,9207
802,18376,9207
810,18686,9207
818,19714,9207
826,19788,9207
834,20475,9207
842,20130,9207
850,20312,9207
858,20581,9207
866,20911,9207
874,19890,9207
882,20057,9207
890,20516,9207
898,27758,18423
906,27640,18423
915,28660,18423
924,27573,18423
933,29713,18423
942,28271,18423
951,29914,18423
